Date,Adj Close,Close,High,Low,Open,Volume
,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
2020-01-01 00:00:00+00:00,518.85400390625,536.75,542.5,535.7000122070312,539.9000244140625,7642793
2020-01-02 00:00:00+00:00,522.5755615234375,540.5999755859375,541.9000244140625,535.8499755859375,536.0,10264223
2020-01-03 00:00:00+00:00,520.8839721679688,538.8499755859375,540.7999877929688,536.25,538.0,9594690
2020-01-06 00:00:00+00:00,508.17242431640625,525.7000122070312,537.25,523.7999877929688,537.25,12534334
2020-01-07 00:00:00+00:00,505.4657897949219,522.9000244140625,535.5999755859375,521.6500244140625,531.2999877929688,16101835
2020-01-08 00:00:00+00:00,508.4140625,525.9500122070312,527.3499755859375,515.0,516.0,16094310
2020-01-09 00:00:00+00:00,528.0855712890625,546.2999877929688,547.4000244140625,530.2999877929688,530.7000122070312,18934019
2020-01-10 00:00:00+00:00,522.2373657226562,540.25,546.5,538.5,544.9000244140625,12335407
2020-01-13 00:00:00+00:00,520.642333984375,538.5999755859375,546.0499877929688,538.0,539.4000244140625,7901800
2020-01-14 00:00:00+00:00,519.6756591796875,537.5999755859375,538.9500122070312,534.1500244140625,536.2000122070312,13939440
2020-01-15 00:00:00+00:00,517.7423095703125,535.5999755859375,536.9500122070312,530.6500244140625,535.0999755859375,12353176
2020-01-16 00:00:00+00:00,519.24072265625,537.1500244140625,540.0,533.2000122070312,533.9000244140625,11249232
2020-01-17 00:00:00+00:00,514.3107299804688,532.0499877929688,538.0,530.5999755859375,534.5,18312609
2020-01-20 00:00:00+00:00,517.017333984375,534.8499755859375,544.0,531.0,533.0,19159996
2020-01-21 00:00:00+00:00,513.3441162109375,531.0499877929688,540.25,530.2000122070312,532.9500122070312,13477994
2020-01-22 00:00:00+00:00,505.41741943359375,522.8499755859375,534.9500122070312,520.75,531.5,17527408
2020-01-23 00:00:00+00:00,510.1058044433594,527.7000122070312,530.25,517.0499877929688,521.4000244140625,17061293
2020-01-24 00:00:00+00:00,516.0507202148438,533.8499755859375,537.4000244140625,527.0,529.25,17851868
2020-01-27 00:00:00+00:00,519.33740234375,537.25,545.0,531.5,538.5,38149166
2020-01-28 00:00:00+00:00,510.58905029296875,528.2000122070312,540.5999755859375,524.4500122070312,538.0999755859375,24009224
2020-01-29 00:00:00+00:00,509.0424499511719,526.5999755859375,534.7999877929688,525.2999877929688,531.5499877929688,16400827
2020-01-30 00:00:00+00:00,514.4557495117188,532.2000122070312,533.9500122070312,524.1500244140625,527.6500244140625,14319317
2020-01-31 00:00:00+00:00,508.1241455078125,525.6500244140625,532.75,522.4000244140625,530.0,16292578
2020-02-03 00:00:00+00:00,498.3608703613281,515.5499877929688,519.1500244140625,502.0,504.0,22531888
2020-02-04 00:00:00+00:00,513.1024169921875,530.7999877929688,534.6500244140625,516.6500244140625,520.0,17781475
2020-02-05 00:00:00+00:00,521.1256713867188,539.0999755859375,540.4000244140625,525.7000122070312,529.0499877929688,18782476
2020-02-06 00:00:00+00:00,523.542236328125,541.5999755859375,547.0,536.25,540.3499755859375,15296851
2020-02-07 00:00:00+00:00,518.5640258789062,536.4500122070312,541.75,535.1500244140625,540.9500122070312,8297149
2020-02-10 00:00:00+00:00,516.1473388671875,533.9500122070312,542.25,530.5,538.6500244140625,12536053
2020-02-11 00:00:00+00:00,521.7539672851562,539.75,544.7999877929688,537.5,537.7000122070312,11243552
2020-02-12 00:00:00+00:00,530.9855346679688,549.2999877929688,550.7000122070312,542.7000122070312,545.7999877929688,14026335
2020-02-13 00:00:00+00:00,522.9623413085938,541.0,549.0,538.0,549.0,9227235
2020-02-14 00:00:00+00:00,527.6022338867188,545.7999877929688,548.6500244140625,536.5499877929688,541.25,14458649
2020-02-17 00:00:00+00:00,523.542236328125,541.5999755859375,545.3499755859375,537.75,543.0,7793293
2020-02-18 00:00:00+00:00,523.1557006835938,541.2000122070312,544.4000244140625,536.0,541.0,15918303
2020-02-19 00:00:00+00:00,526.6356811523438,544.7999877929688,546.5,540.5,543.5,8704234
2020-02-20 00:00:00+00:00,528.7622680664062,547.0,549.3499755859375,541.7999877929688,545.5,13588526
2020-02-24 00:00:00+00:00,512.18408203125,529.8499755859375,541.8499755859375,527.5499877929688,539.5,16940750
2020-02-25 00:00:00+00:00,513.2473754882812,530.9500122070312,538.7999877929688,525.2999877929688,532.4500122070312,14942960
2020-02-26 00:00:00+00:00,506.2391357421875,523.7000122070312,529.3499755859375,522.2000122070312,526.8499755859375,15743918
2020-02-27 00:00:00+00:00,498.16748046875,515.3499755859375,523.2999877929688,512.6500244140625,522.7999877929688,26315054
2020-02-28 00:00:00+00:00,480.6709899902344,497.25,506.8500061035156,492.20001220703125,501.6000061035156,32737933
2020-03-02 00:00:00+00:00,489.2259216308594,506.1000061035156,520.5499877929688,498.45001220703125,508.25,28642076
2020-03-03 00:00:00+00:00,497.5875244140625,514.75,519.5,508.5,509.8500061035156,19661945
2020-03-04 00:00:00+00:00,491.4009094238281,508.3500061035156,517.5,497.04998779296875,517.5,21883404
2020-03-05 00:00:00+00:00,487.67926025390625,504.5,511.1499938964844,500.0,509.75,16671516
2020-03-06 00:00:00+00:00,470.1344299316406,486.3500061035156,496.79998779296875,477.29998779296875,485.0,31024353
2020-03-09 00:00:00+00:00,442.48797607421875,457.75,475.0,442.95001220703125,475.0,42027175
2020-03-11 00:00:00+00:00,450.12457275390625,465.6499938964844,471.75,449.6000061035156,450.0,31018779
2020-03-12 00:00:00+00:00,411.458251953125,425.6499938964844,445.95001220703125,416.0,438.0,50757033
2020-03-13 00:00:00+00:00,432.2897644042969,447.20001220703125,464.75,395.20001220703125,401.0,67104335
2020-03-16 00:00:00+00:00,389.4667663574219,402.8999938964844,424.20001220703125,397.45001220703125,424.20001220703125,34833637
2020-03-17 00:00:00+00:00,355.00537109375,367.25,408.45001220703125,364.0,407.0,47232699
2020-03-18 00:00:00+00:00,343.2121276855469,355.04998779296875,375.5,342.29998779296875,369.1000061035156,61202289
2020-03-19 00:00:00+00:00,327.2622985839844,338.54998779296875,369.6000061035156,323.0,336.1000061035156,57985870
2020-03-20 00:00:00+00:00,334.17388916015625,345.70001220703125,359.79998779296875,323.0,328.0,88640642
2020-03-23 00:00:00+00:00,274.5310363769531,284.0,313.70001220703125,280.0,311.1499938964844,56867949
2020-03-24 00:00:00+00:00,286.6142578125,296.5,305.0,268.29998779296875,295.29998779296875,67895418
2020-03-25 00:00:00+00:00,306.3341064453125,316.8999938964844,334.1499938964844,281.6000061035156,284.0,66544138
2020-03-26 00:00:00+00:00,319.239013671875,330.25,364.3999938964844,314.25,322.0,76173940
2020-03-27 00:00:00+00:00,328.5189514160156,339.8500061035156,359.54998779296875,326.0,355.79998779296875,72889985
2020-03-30 00:00:00+00:00,302.9508056640625,313.3999938964844,333.8999938964844,311.1000061035156,330.1000061035156,36559880
2020-03-31 00:00:00+00:00,312.95574951171875,323.75,334.8500061035156,316.0,324.70001220703125,46279768
2020-04-01 00:00:00+00:00,300.7758483886719,311.1499938964844,323.75,308.1000061035156,319.0,33141186
2020-04-03 00:00:00+00:00,277.0926513671875,286.6499938964844,309.5,281.5,309.5,57326314
2020-04-07 00:00:00+00:00,315.2273864746094,326.1000061035156,329.6000061035156,296.8500061035156,308.29998779296875,57661076
2020-04-08 00:00:00+00:00,308.3157653808594,318.95001220703125,352.75,315.1000061035156,322.8500061035156,73931321
2020-04-09 00:00:00+00:00,331.27392578125,342.70001220703125,345.0,322.6499938964844,332.3999938964844,52431174
2020-04-13 00:00:00+00:00,319.62567138671875,330.6499938964844,345.79998779296875,329.25,341.04998779296875,30994190
2020-04-15 00:00:00+00:00,316.43572998046875,327.3500061035156,351.8999938964844,325.0,342.70001220703125,49132329
2020-04-16 00:00:00+00:00,330.59722900390625,342.0,347.79998779296875,319.3500061035156,325.29998779296875,56494027
2020-04-17 00:00:00+00:00,363.0286560058594,375.54998779296875,385.5,349.04998779296875,362.0,69006835
2020-04-20 00:00:00+00:00,349.2537841796875,361.29998779296875,378.8999938964844,357.0,376.0,55810736
2020-04-21 00:00:00+00:00,320.7856750488281,331.8500061035156,346.20001220703125,328.0,341.0,50118175
2020-04-22 00:00:00+00:00,324.74896240234375,335.95001220703125,338.0,323.04998779296875,326.0,49115085
2020-04-23 00:00:00+00:00,341.18218994140625,352.95001220703125,354.79998779296875,338.0,340.25,45953398
2020-04-24 00:00:00+00:00,323.6856384277344,334.8500061035156,343.25,331.5,337.8999938964844,38513206
