Date,Adj Close,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
2020-01-01 00:00:00+00:00,1980.0504150390625,2167.60009765625,2183.89990234375,2154.0,2168.0,1354908
2020-01-02 00:00:00+00:00,1970.9610595703125,2157.64990234375,2179.949951171875,2149.199951171875,2179.949951171875,2380752
2020-01-03 00:00:00+00:00,2010.2410888671875,2200.64990234375,2223.0,2164.0,2164.0,4655761
2020-01-06 00:00:00+00:00,2010.0584716796875,2200.449951171875,2225.949951171875,2187.89990234375,2205.0,3023209
2020-01-07 00:00:00+00:00,2014.99072265625,2205.85009765625,2214.64990234375,2183.800048828125,2200.5,2429317
2020-01-08 00:00:00+00:00,2060.115966796875,2255.25,2260.0,2202.050048828125,2205.0,5197454
2020-01-09 00:00:00+00:00,2022.7550048828125,2214.35009765625,2251.949951171875,2210.0,2248.75,3734173
2020-01-10 00:00:00+00:00,2022.02490234375,2213.550048828125,2234.0,2208.0,2228.0,1915807
2020-01-13 00:00:00+00:00,2000.8323974609375,2190.35009765625,2218.949951171875,2184.699951171875,2217.85009765625,2843893
2020-01-14 00:00:00+00:00,2015.9495849609375,2206.89990234375,2229.800048828125,2195.0,2195.0,2948452
2020-01-15 00:00:00+00:00,2034.2193603515625,2226.89990234375,2231.0,2194.199951171875,2213.0,2620681
2020-01-16 00:00:00+00:00,2045.089599609375,2238.800048828125,2249.0,2215.0,2226.949951171875,3117214
2020-01-17 00:00:00+00:00,2027.09423828125,2219.10009765625,2253.550048828125,2213.0,2240.75,3281059
2020-01-20 00:00:00+00:00,1982.5628662109375,2170.35009765625,2242.199951171875,2156.199951171875,2194.89990234375,5817599
2020-01-21 00:00:00+00:00,1983.2015380859375,2171.050048828125,2186.550048828125,2158.050048828125,2169.949951171875,1902980
2020-01-22 00:00:00+00:00,2015.9495849609375,2206.89990234375,2210.0,2173.699951171875,2181.0,1773686
2020-01-23 00:00:00+00:00,2005.9246826171875,2190.949951171875,2217.75,2183.699951171875,2209.800048828125,2069866
2020-01-24 00:00:00+00:00,1999.0123291015625,2183.39990234375,2190.949951171875,2170.0,2190.949951171875,1319430
2020-01-27 00:00:00+00:00,1986.05712890625,2169.25,2193.449951171875,2165.0,2189.699951171875,1549101
2020-01-28 00:00:00+00:00,1999.332763671875,2183.75,2187.800048828125,2152.0,2174.0,1743024
2020-01-29 00:00:00+00:00,1972.644775390625,2154.60009765625,2186.949951171875,2150.0,2185.0,2306761
2020-01-30 00:00:00+00:00,1957.3089599609375,2137.85009765625,2165.0,2125.0,2160.0,2098567
2020-01-31 00:00:00+00:00,1903.4747314453125,2079.050048828125,2144.35009765625,2071.60009765625,2139.39990234375,3287223
2020-02-03 00:00:00+00:00,1924.9444580078125,2102.5,2194.699951171875,2093.199951171875,2152.0,4728073
2020-02-04 00:00:00+00:00,1929.7510986328125,2107.75,2136.699951171875,2086.60009765625,2129.0,3509339
2020-02-05 00:00:00+00:00,1965.2744140625,2146.550048828125,2156.699951171875,2104.300048828125,2115.0,2439322
2020-02-06 00:00:00+00:00,1948.6112060546875,2128.35009765625,2174.199951171875,2115.5,2145.0,2640065
2020-02-07 00:00:00+00:00,1956.1192626953125,2136.550048828125,2151.0,2119.0,2139.0,2083442
2020-02-10 00:00:00+00:00,1979.37353515625,2161.949951171875,2167.0,2119.0,2140.89990234375,2383032
2020-02-11 00:00:00+00:00,1971.54541015625,2153.39990234375,2174.800048828125,2147.60009765625,2163.0,1335820
2020-02-12 00:00:00+00:00,1987.430908203125,2170.75,2185.0,2150.0,2151.10009765625,1620407
2020-02-13 00:00:00+00:00,2006.839599609375,2191.949951171875,2197.0,2171.0,2172.949951171875,1645948
2020-02-14 00:00:00+00:00,1999.744384765625,2184.199951171875,2212.0,2171.0,2188.0,1500115
2020-02-17 00:00:00+00:00,2017.1856689453125,2203.25,2217.0,2190.199951171875,2196.949951171875,1774724
2020-02-18 00:00:00+00:00,2028.63037109375,2215.75,2221.0,2186.050048828125,2199.949951171875,2486223
2020-02-19 00:00:00+00:00,2010.868408203125,2196.35009765625,2230.0,2190.5,2215.75,1760463
2020-02-20 00:00:00+00:00,1974.6583251953125,2156.800048828125,2214.39990234375,2151.25,2204.5,2317278
2020-02-24 00:00:00+00:00,1936.7091064453125,2115.35009765625,2178.949951171875,2106.699951171875,2156.0,3092877
